,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,neighbourhood_16th Street Heights,neighbourhood_Adams Morgan,neighbourhood_American University Park,neighbourhood_Anacostia,neighbourhood_Barney Circle,neighbourhood_Barry Farm,neighbourhood_Bellevue,neighbourhood_Benning,neighbourhood_Benning Heights,neighbourhood_Benning Ridge,neighbourhood_Berkley,neighbourhood_Bloomingdale,neighbourhood_Brentwood,neighbourhood_Brightwood,neighbourhood_Brookland,neighbourhood_Buena Vista,neighbourhood_Burleith,neighbourhood_Capitol Hill,neighbourhood_Carver Langston,neighbourhood_Cathedral Heights,neighbourhood_Central Northeast/Mahaning Heights,neighbourhood_Chevy Chase,"neighbourhood_Chevy Chase, MD",neighbourhood_Civic Betterment,neighbourhood_Cleveland Park,neighbourhood_Colonial Village,neighbourhood_Columbia Heights,neighbourhood_Congress Heights,neighbourhood_Crestwood,neighbourhood_Deanwood,neighbourhood_Douglass,neighbourhood_Downtown/Penn Quarter,neighbourhood_Dupont Circle,neighbourhood_Dupont Park,neighbourhood_East Corner,neighbourhood_Eastland Gardens,neighbourhood_Eckington,neighbourhood_Edgewood,neighbourhood_Fairlawn,neighbourhood_Foggy Bottom,neighbourhood_Forest Hills,neighbourhood_Fort Davis,neighbourhood_Fort Dupont,neighbourhood_Fort Lincoln,neighbourhood_Fort Totten,neighbourhood_Foxhall,neighbourhood_Friendship Heights,neighbourhood_Gallaudet,neighbourhood_Garfield Heights,neighbourhood_Gateway,neighbourhood_Georgetown,neighbourhood_Glover Park,neighbourhood_Good Hope,neighbourhood_Greenway,"neighbourhood_Hilcrest Heights/Marlow Heights, MD",neighbourhood_Hillbrook,neighbourhood_Hillcrest,neighbourhood_Ivy City,neighbourhood_Judiciary Square,neighbourhood_Kalorama,neighbourhood_Kent,neighbourhood_Kingman Park,neighbourhood_Knox Hill,neighbourhood_Lamond Riggs,neighbourhood_Langdon,neighbourhood_LeDroit Park,neighbourhood_Lincoln Heights,neighbourhood_Logan Circle,neighbourhood_Manor Park,neighbourhood_Marshall Heights,neighbourhood_Massachusetts Heights,neighbourhood_Michigan Park,neighbourhood_Mount Pleasant,neighbourhood_Mount Vernon Square,"neighbourhood_Mt Rainier/Brentwood, MD",neighbourhood_Navy Yard,neighbourhood_Naylor Gardens,neighbourhood_Near Northeast/H Street Corridor,neighbourhood_North Cleveland Park,neighbourhood_North Michigan Park,neighbourhood_Palisades,neighbourhood_Park View,neighbourhood_Petworth,neighbourhood_Pleasant Hill,neighbourhood_Pleasant Plains,neighbourhood_Randle Highlands,neighbourhood_River Terrace,neighbourhood_Shaw,neighbourhood_Shepherd Park,neighbourhood_Shipley Terrace,"neighbourhood_Silver Spring, MD",neighbourhood_Skyland,neighbourhood_Southwest Waterfront,neighbourhood_St. Elizabeths,neighbourhood_Stronghold,neighbourhood_Takoma,"neighbourhood_Takoma Park, MD",neighbourhood_Trinidad,neighbourhood_Truxton Circle,neighbourhood_Twining,neighbourhood_U Street Corridor,neighbourhood_Washington Highlands,neighbourhood_Wesley Heights,neighbourhood_West End,neighbourhood_Woodland,neighbourhood_Woodland-Normanstone Terrace,neighbourhood_Woodley Park,neighbourhood_Woodridge,property_type_Apartment,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
5754,38.91976,-77.03383000000001,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4775113193551406,-4.605170185988091,,-4.605170185988091,1.392612283633577,1.417583312645218,0,0.7871950081766445,1.520543522634296,2.1972245773362196,2.1972245773362196,2.302585092994046,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5755,38.90878,-77.02429000000001,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4746366515748413,5.0106352940962555,1.0971887003649488,-4.605170185988091,-4.605170185988091,1.949551840702297,26,1.5182757199460604,1.50648771329857,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5756,38.90618,-77.02711,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.611562712266506,-4.605170185988091,1.0971887003649488,-4.605170185988091,-0.36651292058166435,1.5744972839952205,0,0.6657298105782764,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5757,38.904540000000004,-76.98498000000001,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4626737779454593,-4.605170185988091,,-4.605170185988091,0.0940478276166991,1.214109997913178,25,1.465736890326896,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5758,38.91039,-77.02458,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4912513280732116,5.0106352940962555,1.0971887003649488,-4.605170185988091,-4.605170185988091,1.949551840702297,30,1.4289675858306226,1.5040351003996315,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5759,38.91045,-77.02289,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4746366515748413,5.0106352940962555,1.0971887003649488,-4.605170185988091,-4.605170185988091,1.949551840702297,24,1.5040351003996315,1.5089076184613552,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5760,38.88275,-76.98997,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.6102268623203686,5.703782474656201,1.5159789342503565,0.32663425997828094,-0.36651292058166435,1.5015489517809617,18,1.392612283633577,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5761,38.90467,-77.03041,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5495881581091657,-4.605170185988091,0.5831980807826592,-4.605170185988091,-4.605170185988091,0.0940478276166991,0,0.47588499532711054,1.5040351003996315,2.1972245773362196,2.302585092994046,2.1972245773362196,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5762,38.92955,-76.98317,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3881259789913998,5.0106352940962555,1.4465648595477707,-4.605170185988091,0.9962288929513948,1.224127540701542,0,0.834032445247956,1.5089076184613552,2.1972245773362196,2.1972245773362196,2.1972245773362196,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5763,38.928000000000004,-76.9846,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3881259789913998,5.0106352940962555,1.4465648595477707,-4.605170185988091,0.9962288929513948,1.224127540701542,21,1.1285083975617491,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5764,38.93137,-76.96461,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.298435801589627,-4.605170185988091,1.0613851298016763,-4.605170185988091,-4.605170185988091,1.511295614460169,0,0.834032445247956,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
5765,38.881679999999996,-76.9478,-0.36651292058166435,0.0940478276166991,-4.605170185988091,-4.605170185988091,1.3184623205053285,-4.605170185988091,1.0197814405382262,-4.605170185988091,-4.605170185988091,1.0971887003649488,28,1.2913203187398075,1.5015489517809617,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5766,38.89483,-76.98052,0.5831980807826592,-4.605170185988091,-4.605170185988091,0.0940478276166991,1.5159789342503565,-4.605170185988091,1.3367528183009176,-4.605170185988091,-4.605170185988091,1.4096066464289525,10,1.5417646344281224,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5767,38.916109999999996,-77.00676999999999,0.0940478276166991,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4465648595477707,-4.605170185988091,1.0971887003649488,-0.36651292058166435,-0.36651292058166435,1.0971887003649488,10,1.520543522634296,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5769,38.9276,-77.02853,0.32663425997828094,-0.36651292058166435,-4.605170185988091,0.0940478276166991,1.4289675858306226,5.0106352940962555,1.1562690064065475,-0.36651292058166435,-4.605170185988091,1.949551840702297,30,1.3740303948169557,1.493880539808272,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5770,38.916,-77.04777,0.32663425997828094,-4.605170185988091,-0.36651292058166435,-0.36651292058166435,1.582587535887981,4.605170185988092,1.4465648595477707,-4.605170185988091,-4.605170185988091,1.949551840702297,0,1.0197814405382262,1.5015489517809617,2.0794415416798357,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5771,38.902229999999996,-76.93901,0.47588499532711054,-4.605170185988091,-0.36651292058166435,-0.36651292058166435,1.453173761903945,5.298317366548036,1.3640546328884455,-0.36651292058166435,-4.605170185988091,1.1811431408094568,0,0.6657298105782764,1.4775113193551406,1.9459101490553132,2.1972245773362196,2.1972245773362196,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5772,38.92443,-77.03588,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.557077128137304,-4.605170185988091,1.2036341000246709,-0.36651292058166435,0.0940478276166991,1.0613851298016763,0,1.1811431408094568,1.5227830126997552,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5773,38.89656,-76.9807,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3588769911382217,4.605170185988092,1.2684529660545276,-4.605170185988091,-4.605170185988091,1.949551840702297,0,0.834032445247956,1.5182757199460604,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5774,38.9224,-77.0436,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4626737779454593,-4.605170185988091,1.0971887003649488,-4.605170185988091,-0.36651292058166435,1.949551840702297,30,1.1562690064065475,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5775,38.91108,-77.05393000000001,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3881259789913998,-4.605170185988091,,-4.605170185988091,-4.605170185988091,1.214109997913178,0,0.874591382923689,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5777,38.93554,-77.03166,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4096066464289525,5.298317366548036,0.9102350933653259,-4.605170185988091,-4.605170185988091,1.7749349530624492,30,1.2684529660545276,1.4990284086108943,2.1972245773362196,2.302585092994046,2.1972245773362196,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5778,38.90696,-77.02728,0.7320993680864453,0.0940478276166991,0.0940478276166991,0.0940478276166991,1.8545091108909126,-4.605170185988091,1.5271796258079011,-4.605170185988091,0.0940478276166991,1.4096066464289525,8,1.142786806294772,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5779,38.88858,-76.99681,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4912513280732116,-4.605170185988091,1.4096066464289525,-4.605170185988091,-0.36651292058166435,1.4096066464289525,8,1.3184623205053285,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5780,38.90425,-77.01755,0.5831980807826592,-0.36651292058166435,-0.36651292058166435,-0.36651292058166435,1.611562712266506,-4.605170185988091,,-4.605170185988091,-4.605170185988091,0.0940478276166991,0,0.6657298105782764,1.520543522634296,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5781,38.87588,-76.95952,0.0940478276166991,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4687507892374685,4.605170185988092,0.6657298105782764,-0.36651292058166435,-4.605170185988091,0.9704217812773649,16,1.4717169160496426,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5782,38.948029999999996,-77.02449,0.32663425997828094,-4.605170185988091,-4.605170185988091,0.0940478276166991,1.4746366515748413,5.438079308923196,1.4397184637016933,0.0940478276166991,-4.605170185988091,1.7749349530624492,14,1.4746366515748413,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
