,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,neighbourhood_16th Street Heights,neighbourhood_Adams Morgan,neighbourhood_American University Park,neighbourhood_Anacostia,neighbourhood_Barney Circle,neighbourhood_Barry Farm,neighbourhood_Bellevue,neighbourhood_Benning,neighbourhood_Benning Heights,neighbourhood_Benning Ridge,neighbourhood_Berkley,neighbourhood_Bloomingdale,neighbourhood_Brentwood,neighbourhood_Brightwood,neighbourhood_Brookland,neighbourhood_Buena Vista,neighbourhood_Burleith,neighbourhood_Capitol Hill,neighbourhood_Carver Langston,neighbourhood_Cathedral Heights,neighbourhood_Central Northeast/Mahaning Heights,neighbourhood_Chevy Chase,"neighbourhood_Chevy Chase, MD",neighbourhood_Civic Betterment,neighbourhood_Cleveland Park,neighbourhood_Colonial Village,neighbourhood_Columbia Heights,neighbourhood_Congress Heights,neighbourhood_Crestwood,neighbourhood_Deanwood,neighbourhood_Douglass,neighbourhood_Downtown/Penn Quarter,neighbourhood_Dupont Circle,neighbourhood_Dupont Park,neighbourhood_East Corner,neighbourhood_Eastland Gardens,neighbourhood_Eckington,neighbourhood_Edgewood,neighbourhood_Fairlawn,neighbourhood_Foggy Bottom,neighbourhood_Forest Hills,neighbourhood_Fort Davis,neighbourhood_Fort Dupont,neighbourhood_Fort Lincoln,neighbourhood_Fort Totten,neighbourhood_Foxhall,neighbourhood_Friendship Heights,neighbourhood_Gallaudet,neighbourhood_Garfield Heights,neighbourhood_Gateway,neighbourhood_Georgetown,neighbourhood_Glover Park,neighbourhood_Good Hope,neighbourhood_Greenway,"neighbourhood_Hilcrest Heights/Marlow Heights, MD",neighbourhood_Hillbrook,neighbourhood_Hillcrest,neighbourhood_Ivy City,neighbourhood_Judiciary Square,neighbourhood_Kalorama,neighbourhood_Kent,neighbourhood_Kingman Park,neighbourhood_Knox Hill,neighbourhood_Lamond Riggs,neighbourhood_Langdon,neighbourhood_LeDroit Park,neighbourhood_Lincoln Heights,neighbourhood_Logan Circle,neighbourhood_Manor Park,neighbourhood_Marshall Heights,neighbourhood_Massachusetts Heights,neighbourhood_Michigan Park,neighbourhood_Mount Pleasant,neighbourhood_Mount Vernon Square,"neighbourhood_Mt Rainier/Brentwood, MD",neighbourhood_Navy Yard,neighbourhood_Naylor Gardens,neighbourhood_Near Northeast/H Street Corridor,neighbourhood_North Cleveland Park,neighbourhood_North Michigan Park,neighbourhood_Palisades,neighbourhood_Park View,neighbourhood_Petworth,neighbourhood_Pleasant Hill,neighbourhood_Pleasant Plains,neighbourhood_Randle Highlands,neighbourhood_River Terrace,neighbourhood_Shaw,neighbourhood_Shepherd Park,neighbourhood_Shipley Terrace,"neighbourhood_Silver Spring, MD",neighbourhood_Skyland,neighbourhood_Southwest Waterfront,neighbourhood_St. Elizabeths,neighbourhood_Stronghold,neighbourhood_Takoma,"neighbourhood_Takoma Park, MD",neighbourhood_Trinidad,neighbourhood_Truxton Circle,neighbourhood_Twining,neighbourhood_U Street Corridor,neighbourhood_Washington Highlands,neighbourhood_Wesley Heights,neighbourhood_West End,neighbourhood_Woodland,neighbourhood_Woodland-Normanstone Terrace,neighbourhood_Woodley Park,neighbourhood_Woodridge,property_type_Apartment,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
7429,38.9618,-77.06008,-0.36651292058166435,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.3788396218579066,-4.605170185988091,1.0971887003649488,-0.36651292058166435,-4.605170185988091,1.949551840702297,19,0.9704217812773649,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7430,38.88432,-76.97899,0.32663425997828094,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4626737779454593,-4.605170185988091,,-0.36651292058166435,-0.36651292058166435,0.5831980807826592,17,1.2337220363428747,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7431,38.9136,-76.98801999999999,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4775113193551406,-4.605170185988091,0.9962288929513948,-4.605170185988091,-4.605170185988091,1.949551840702297,0,0.9419387347481111,1.5227830126997552,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
7432,38.92156,-76.97955999999999,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.298435801589627,-4.605170185988091,1.2036341000246709,-4.605170185988091,-4.605170185988091,0.834032445247956,27,1.3247380861805318,1.5015489517809617,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7433,38.90119,-76.99166,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.4096066464289525,-4.605170185988091,1.3881259789913998,-4.605170185988091,-0.36651292058166435,0.834032445247956,13,0.834032445247956,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7434,38.90729,-77.00019,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5015489517809617,-4.605170185988091,1.3740303948169557,-4.605170185988091,0.0940478276166991,0.6657298105782764,5,-0.36651292058166435,1.5271796258079011,2.302585092994046,2.1972245773362196,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7435,38.920159999999996,-77.07505,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3053227409632366,4.605170185988092,1.3053227409632366,-4.605170185988091,-0.36651292058166435,1.0197814405382262,0,0.9704217812773649,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7437,38.89654,-76.99531999999999,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.5660066297600124,4.605170185988092,1.4626737779454593,-0.36651292058166435,-0.36651292058166435,0.9704217812773649,0,1.3367528183009176,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7438,38.91688,-77.02505,0.32663425997828094,-0.08742157179075505,0.0940478276166991,0.0940478276166991,1.611562712266506,6.802394763324311,1.582587535887981,-4.605170185988091,-0.36651292058166435,1.2337220363428747,20,0.874591382923689,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7439,38.930690000000006,-77.02306999999999,0.47588499532711054,-4.605170185988091,-0.36651292058166435,0.0940478276166991,1.5476647089811362,-4.605170185988091,1.4626737779454593,0.32663425997828094,-0.36651292058166435,1.949551840702297,25,1.2763452613426045,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7440,38.92007,-77.00264,0.0940478276166991,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4626737779454593,-4.605170185988091,1.224127540701542,-0.36651292058166435,-4.605170185988091,1.949551840702297,27,1.224127540701542,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7441,38.95758,-77.0161,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.417583312645218,-4.605170185988091,1.3640546328884455,-0.36651292058166435,-4.605170185988091,1.224127540701542,1,1.224127540701542,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7442,38.9223,-77.04482,0.32663425997828094,-4.605170185988091,-0.36651292058166435,-0.36651292058166435,1.55523479881416,6.214608098422191,1.7725943240434965,-4.605170185988091,1.224127540701542,1.949551840702297,0,-4.605170185988091,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7443,38.8607,-76.98555999999999,0.32663425997828094,-4.605170185988091,-0.36651292058166435,0.0940478276166991,1.511295614460169,4.605170185988092,1.3367528183009176,-4.605170185988091,-4.605170185988091,0.9704217812773649,3,1.3119942346184028,1.50648771329857,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7444,38.89878,-77.01666,0.6657298105782764,-0.36651292058166435,-0.36651292058166435,-0.36651292058166435,1.7677968373611699,6.214608098422191,1.611562712266506,0.0940478276166991,-0.36651292058166435,1.5040351003996315,18,1.2337220363428747,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7445,38.86529,-76.98579000000001,0.834032445247956,-0.36651292058166435,0.0940478276166991,0.32663425997828094,1.7086424843059957,6.907755278982137,1.582587535887981,0.32663425997828094,-0.36651292058166435,1.214109997913178,26,1.1690321758870559,1.4746366515748413,2.1972245773362196,2.1972245773362196,2.1972245773362196,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7446,38.97319,-77.02371,0.32663425997828094,-4.605170185988091,-0.36651292058166435,-0.36651292058166435,1.5660066297600124,5.298317366548036,1.4465648595477707,0.32663425997828094,-4.605170185988091,1.949551840702297,0,1.242924991852436,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7447,38.91066,-77.02147,0.7871950081766445,0.22535148682596154,0.0940478276166991,0.47588499532711054,1.8460983775088184,-4.605170185988091,1.6243607736485148,-4.605170185988091,-4.605170185988091,1.50648771329857,7,-0.36651292058166435,1.5271796258079011,2.1972245773362196,2.302585092994046,2.1972245773362196,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7448,38.90065,-76.95087,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3740303948169557,5.298317366548036,1.298435801589627,-4.605170185988091,-0.36651292058166435,1.224127540701542,10,0.874591382923689,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7449,38.88097,-76.98506,0.0940478276166991,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.6462298719826172,-4.605170185988091,1.224127540701542,-0.36651292058166435,-0.36651292058166435,1.949551840702297,25,1.1926601162848087,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7450,38.91455,-77.03567,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5809998372418241,-4.605170185988091,,-4.605170185988091,-0.36651292058166435,1.0971887003649488,9,0.874591382923689,1.5182757199460604,2.302585092994046,2.1972245773362196,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7452,38.94703,-77.02195,0.5831980807826592,-0.36651292058166435,-0.36651292058166435,-0.36651292058166435,1.590311111517258,4.700480365792417,1.611562712266506,-0.36651292058166435,-4.605170185988091,1.949551840702297,22,1.0799182995220822,1.511295614460169,2.1972245773362196,2.1972245773362196,2.1972245773362196,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7458,38.917790000000004,-77.03325,0.32663425997828094,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5777794472527427,-4.605170185988091,1.4096066464289525,-4.605170185988091,-0.36651292058166435,1.949551840702297,10,1.0197814405382262,1.511295614460169,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7459,38.934740000000005,-77.07175,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5271796258079011,6.214608098422191,1.7411295468056076,-4.605170185988091,1.224127540701542,1.949551840702297,15,-4.605170185988091,1.5271796258079011,2.0794415416798357,2.302585092994046,2.0794415416798357,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7460,38.93505,-77.07319,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5476647089811362,6.214608098422191,1.7411295468056076,-4.605170185988091,1.224127540701542,1.949551840702297,0,-0.36651292058166435,1.5271796258079011,2.302585092994046,2.302585092994046,2.1972245773362196,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7462,38.92225,-77.0464,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.5711511089688401,-4.605170185988091,,-4.605170185988091,-0.36651292058166435,1.949551840702297,15,1.4289675858306226,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
